sample_id,texture_class,image,setting,site,device,captured_at,quality_verdict,quality_flags,blur_score,mean_luminance,clipped_fraction,contrast_score,color_cast_score,specular_fraction,roi_side_px,source_format,source_group,source_width,source_height,sample_id_source
116880-3,Muito Argilosa,images/Muito_Argilosa/116880-3 (1).JPEG,dish,unknown,iphone-11,2023-11-22,,,,,,,,,,jpeg,A,1536,2048,filename
116880-3,Muito Argilosa,images/Muito_Argilosa/116880-3 (2).JPEG,dish,unknown,iphone-11,2023-11-22,,,,,,,,,,jpeg,A,1536,2048,filename
burst-20231004-203608,Muito Argilosa,images/Muito_Argilosa/IMG_8143.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-203608,Muito Argilosa,images/Muito_Argilosa/IMG_8144.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-203836,Muito Argilosa,images/Muito_Argilosa/IMG_8145.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-203836,Muito Argilosa,images/Muito_Argilosa/IMG_8146.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-204102,Muito Argilosa,images/Muito_Argilosa/IMG_8147.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-204102,Muito Argilosa,images/Muito_Argilosa/IMG_8148.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-204625,Muito Argilosa,images/Muito_Argilosa/IMG_8149.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-204625,Muito Argilosa,images/Muito_Argilosa/IMG_8150.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-204939,Muito Argilosa,images/Muito_Argilosa/IMG_8151.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-204939,Muito Argilosa,images/Muito_Argilosa/IMG_8152.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-205251,Muito Argilosa,images/Muito_Argilosa/IMG_8153.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-205251,Muito Argilosa,images/Muito_Argilosa/IMG_8154.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-205716,Muito Argilosa,images/Muito_Argilosa/IMG_8156.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-205716,Muito Argilosa,images/Muito_Argilosa/IMG_8157.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-205953,Muito Argilosa,images/Muito_Argilosa/IMG_8158.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-205953,Muito Argilosa,images/Muito_Argilosa/IMG_8159.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-210414,Muito Argilosa,images/Muito_Argilosa/IMG_8162.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-210414,Muito Argilosa,images/Muito_Argilosa/IMG_8163.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-210742,Muito Argilosa,images/Muito_Argilosa/IMG_8164.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-210742,Muito Argilosa,images/Muito_Argilosa/IMG_8165.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-211156,Muito Argilosa,images/Muito_Argilosa/IMG_8166.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-211156,Muito Argilosa,images/Muito_Argilosa/IMG_8167.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-211517,Muito Argilosa,images/Muito_Argilosa/IMG_8168.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-211517,Muito Argilosa,images/Muito_Argilosa/IMG_8169.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-211924,Muito Argilosa,images/Muito_Argilosa/IMG_8170.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-211924,Muito Argilosa,images/Muito_Argilosa/IMG_8171.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-212209,Muito Argilosa,images/Muito_Argilosa/IMG_8172.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-212209,Muito Argilosa,images/Muito_Argilosa/IMG_8173.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-212459,Muito Argilosa,images/Muito_Argilosa/IMG_8174.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-212459,Muito Argilosa,images/Muito_Argilosa/IMG_8175.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-212705,Muito Argilosa,images/Muito_Argilosa/IMG_8176.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-212705,Muito Argilosa,images/Muito_Argilosa/IMG_8177.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-213220,Muito Argilosa,images/Muito_Argilosa/IMG_8178.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-213220,Muito Argilosa,images/Muito_Argilosa/IMG_8179.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-213444,Muito Argilosa,images/Muito_Argilosa/IMG_8180.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
burst-20231004-213444,Muito Argilosa,images/Muito_Argilosa/IMG_8181.png,dish,unknown,iphone-11,2023-10-04,,,,,,,,,,heic,C,3024,4032,capture-burst
